# provenance: run=20260630T0538__10ep_3bb script=paper/figures/scripts/extract_htraj.py backbone=llama-3.2-11b-vision fault=hallucination__position_worst_user_direct baselines=['b0', 'b2'] n_episodes=10
series,ep,t,dist,r,h,r_min,r_max
B0 (no filter),8,25.8298,0.8774,1.8,-0.9226,0.9,1.8
B0 (no filter),8,25.8491,0.8775,1.8,-0.9225,0.9,1.8
B0 (no filter),8,25.8697,0.8775,1.8,-0.9225,0.9,1.8
B0 (no filter),8,25.8894,0.8775,1.8,-0.9225,0.9,1.8
B0 (no filter),8,25.9098,0.8775,1.8,-0.9225,0.9,1.8
B0 (no filter),8,25.9298,0.8775,1.8,-0.9225,0.9,1.8
B0 (no filter),8,25.9502,0.8774,1.8,-0.9226,0.9,1.8
B0 (no filter),8,25.9696,0.8772,1.8,-0.9228,0.9,1.8
B0 (no filter),8,25.9896,0.8771,1.8,-0.9229,0.9,1.8
B0 (no filter),8,26.0089,0.8769,1.8,-0.9231,0.9,1.8
B0 (no filter),8,26.0299,0.8768,1.8,-0.9232,0.9,1.8
B0 (no filter),8,26.0496,0.8765,1.8,-0.9235,0.9,1.8
B0 (no filter),8,26.0694,0.8763,1.8,-0.9237,0.9,1.8
B0 (no filter),8,26.0894,0.876,1.8,-0.924,0.9,1.8
B0 (no filter),8,26.1108,0.8757,1.8,-0.9243,0.9,1.8
B0 (no filter),8,26.1296,0.8753,1.8,-0.9247,0.9,1.8
B0 (no filter),8,26.1501,0.8751,1.8,-0.9249,0.9,1.8
B0 (no filter),8,26.1696,0.8747,1.8,-0.9253,0.9,1.8
B0 (no filter),8,26.1897,0.8744,1.8,-0.9256,0.9,1.8
B0 (no filter),8,26.2098,0.874,1.8,-0.926,0.9,1.8
B0 (no filter),8,26.2293,0.8737,1.8,-0.9263,0.9,1.8
B0 (no filter),8,26.2492,0.8733,1.8,-0.9267,0.9,1.8
B0 (no filter),8,26.2695,0.8731,1.8,-0.9269,0.9,1.8
B0 (no filter),8,26.2923,0.8727,1.8,-0.9273,0.9,1.8
B0 (no filter),8,26.3096,0.8724,1.8,-0.9276,0.9,1.8
B0 (no filter),8,26.3299,0.872,1.8,-0.928,0.9,1.8
B0 (no filter),8,26.3498,0.8718,1.8,-0.9282,0.9,1.8
B0 (no filter),8,26.3702,0.8714,1.8,-0.9286,0.9,1.8
B0 (no filter),8,26.3901,0.8713,1.8,-0.9287,0.9,1.8
B0 (no filter),8,26.4098,0.871,1.8,-0.929,0.9,1.8
B0 (no filter),8,26.4298,0.8708,1.8,-0.9292,0.9,1.8
B0 (no filter),8,26.4499,0.8707,1.8,-0.9293,0.9,1.8
B0 (no filter),8,26.4698,0.8706,1.8,-0.9294,0.9,1.8
B0 (no filter),8,26.4898,0.8705,1.8,-0.9295,0.9,1.8
B0 (no filter),8,26.5095,0.8704,1.8,-0.9296,0.9,1.8
B0 (no filter),8,26.5299,0.8704,1.8,-0.9296,0.9,1.8
B0 (no filter),8,26.5498,0.8703,1.8,-0.9297,0.9,1.8
B0 (no filter),8,26.5689,0.8703,1.8,-0.9297,0.9,1.8
B0 (no filter),8,26.5898,0.8703,1.8,-0.9297,0.9,1.8
B0 (no filter),8,26.6087,0.8703,1.8,-0.9297,0.9,1.8
B0 (no filter),8,26.63,0.8703,1.8,-0.9297,0.9,1.8
B0 (no filter),8,26.6492,0.8703,1.8,-0.9297,0.9,1.8
B0 (no filter),8,26.6705,0.8703,1.8,-0.9297,0.9,1.8
B0 (no filter),8,26.6895,0.8704,1.8,-0.9296,0.9,1.8
B0 (no filter),8,26.7099,0.8704,1.8,-0.9296,0.9,1.8
B0 (no filter),8,26.7305,0.8705,1.8,-0.9295,0.9,1.8
B0 (no filter),8,26.7501,0.8706,1.8,-0.9294,0.9,1.8
B0 (no filter),8,26.7701,0.8708,1.8,-0.9292,0.9,1.8
B0 (no filter),8,26.7894,0.8709,1.8,-0.9291,0.9,1.8
B0 (no filter),8,26.8095,0.871,1.8,-0.929,0.9,1.8
B0 (no filter),8,26.8297,0.871,1.8,-0.929,0.9,1.8
B0 (no filter),8,26.8504,0.8712,1.8,-0.9288,0.9,1.8
B0 (no filter),8,26.8699,0.8712,1.8,-0.9288,0.9,1.8
B0 (no filter),8,26.8898,0.8713,1.8,-0.9287,0.9,1.8
B0 (no filter),8,26.9098,0.8713,1.8,-0.9287,0.9,1.8
B0 (no filter),8,26.9297,0.8714,1.8,-0.9286,0.9,1.8
B0 (no filter),8,26.95,0.8715,1.8,-0.9285,0.9,1.8
B0 (no filter),8,26.9706,0.8716,1.8,-0.9284,0.9,1.8
B0 (no filter),8,26.9894,0.8717,1.8,-0.9283,0.9,1.8
B0 (no filter),8,27.0097,0.8719,1.8,-0.9281,0.9,1.8
B0 (no filter),8,27.03,0.8721,1.8,-0.9279,0.9,1.8
B0 (no filter),8,27.0494,0.8724,1.8,-0.9276,0.9,1.8
B0 (no filter),8,27.0699,0.8726,1.8,-0.9274,0.9,1.8
B0 (no filter),8,27.09,0.873,1.8,-0.927,0.9,1.8
B0 (no filter),8,27.1097,0.8733,1.8,-0.9267,0.9,1.8
B0 (no filter),8,27.1291,0.8739,1.8,-0.9261,0.9,1.8
B0 (no filter),8,27.15,0.8743,1.8,-0.9257,0.9,1.8
B0 (no filter),8,27.17,0.875,1.8,-0.925,0.9,1.8
B0 (no filter),8,27.189,0.8755,1.8,-0.9245,0.9,1.8
B0 (no filter),8,27.2101,0.8762,1.8,-0.9238,0.9,1.8
B0 (no filter),8,27.2298,0.8767,1.8,-0.9233,0.9,1.8
B0 (no filter),8,27.25,0.8776,1.8,-0.9224,0.9,1.8
B0 (no filter),8,27.2696,0.8781,1.8,-0.9219,0.9,1.8
B0 (no filter),8,27.2887,0.879,1.8,-0.921,0.9,1.8
B0 (no filter),8,27.3094,0.8796,1.8,-0.9204,0.9,1.8
B0 (no filter),8,27.3293,0.8805,1.8,-0.9195,0.9,1.8
B0 (no filter),8,27.3502,0.8811,1.8,-0.9189,0.9,1.8
B0 (no filter),8,27.3701,0.882,1.8,-0.918,0.9,1.8
B0 (no filter),8,27.3907,0.8828,1.8,-0.9172,0.9,1.8
B0 (no filter),8,27.4088,0.8833,1.8,-0.9167,0.9,1.8
B0 (no filter),8,27.4299,0.8839,1.8,-0.9161,0.9,1.8
B0 (no filter),8,27.4496,0.8846,1.8,-0.9154,0.9,1.8
B0 (no filter),8,27.4693,0.885,1.8,-0.915,0.9,1.8
B0 (no filter),8,27.4894,0.8856,1.8,-0.9144,0.9,1.8
B0 (no filter),8,27.5094,0.8859,1.8,-0.9141,0.9,1.8
B0 (no filter),8,27.5302,0.8863,1.8,-0.9137,0.9,1.8
B0 (no filter),8,27.5487,0.8865,1.8,-0.9135,0.9,1.8
B0 (no filter),8,27.5697,0.8868,1.8,-0.9132,0.9,1.8
B0 (no filter),8,27.5899,0.8869,1.8,-0.9131,0.9,1.8
B0 (no filter),8,27.6099,0.887,1.8,-0.913,0.9,1.8
B0 (no filter),8,27.6294,0.887,1.8,-0.913,0.9,1.8
B0 (no filter),8,27.6502,0.887,1.8,-0.913,0.9,1.8
B0 (no filter),8,27.6696,0.8869,1.8,-0.9131,0.9,1.8
B0 (no filter),8,27.6903,0.8867,1.8,-0.9133,0.9,1.8
B0 (no filter),8,27.7097,0.8865,1.8,-0.9135,0.9,1.8
B0 (no filter),8,27.7293,0.8861,1.8,-0.9139,0.9,1.8
B0 (no filter),8,27.7499,0.8858,1.8,-0.9142,0.9,1.8
B0 (no filter),8,27.7695,0.8852,1.8,-0.9148,0.9,1.8
B0 (no filter),8,27.7899,0.8848,1.8,-0.9152,0.9,1.8
B0 (no filter),8,27.8094,0.884,1.8,-0.916,0.9,1.8
B0 (no filter),8,27.8297,0.8835,1.8,-0.9165,0.9,1.8
B0 (no filter),8,27.8501,0.8825,1.8,-0.9175,0.9,1.8
B0 (no filter),8,27.8704,0.8818,1.8,-0.9182,0.9,1.8
B0 (no filter),8,27.89,0.8806,1.8,-0.9194,0.9,1.8
B0 (no filter),8,27.9097,0.8797,1.8,-0.9203,0.9,1.8
B0 (no filter),8,27.9301,0.8784,1.8,-0.9216,0.9,1.8
B0 (no filter),8,27.9491,0.8774,1.8,-0.9226,0.9,1.8
B0 (no filter),8,27.9696,0.876,1.8,-0.924,0.9,1.8
B0 (no filter),8,27.9904,0.875,1.8,-0.925,0.9,1.8
B0 (no filter),8,28.0095,0.8735,1.8,-0.9265,0.9,1.8
B0 (no filter),8,28.0298,0.8725,1.8,-0.9275,0.9,1.8
B0 (no filter),8,28.0497,0.8711,1.8,-0.9289,0.9,1.8
B0 (no filter),8,28.0693,0.8701,1.8,-0.9299,0.9,1.8
B0 (no filter),8,28.0889,0.8687,1.8,-0.9313,0.9,1.8
B0 (no filter),8,28.1087,0.8678,1.8,-0.9322,0.9,1.8
B0 (no filter),8,28.1295,0.8665,1.8,-0.9335,0.9,1.8
B0 (no filter),8,28.1494,0.8657,1.8,-0.9343,0.9,1.8
B0 (no filter),8,28.1701,0.8645,1.8,-0.9355,0.9,1.8
B0 (no filter),8,28.1897,0.8638,1.8,-0.9362,0.9,1.8
B0 (no filter),8,28.2103,0.8627,1.8,-0.9373,0.9,1.8
B0 (no filter),8,28.2294,0.8621,1.8,-0.9379,0.9,1.8
B0 (no filter),8,28.2494,0.8612,1.8,-0.9388,0.9,1.8
B0 (no filter),8,28.2688,0.8607,1.8,-0.9393,0.9,1.8
B0 (no filter),8,28.2894,0.8601,1.8,-0.9399,0.9,1.8
B0 (no filter),8,28.3108,0.8597,1.8,-0.9403,0.9,1.8
B0 (no filter),8,28.3296,0.8593,1.8,-0.9407,0.9,1.8
B0 (no filter),8,28.3498,0.859,1.8,-0.941,0.9,1.8
B0 (no filter),8,28.3697,0.8588,1.8,-0.9412,0.9,1.8
B0 (no filter),8,28.3886,0.8586,1.8,-0.9414,0.9,1.8
B0 (no filter),8,28.4096,0.8585,1.8,-0.9415,0.9,1.8
B0 (no filter),8,28.4298,0.8585,1.8,-0.9415,0.9,1.8
B0 (no filter),8,28.4495,0.8585,1.8,-0.9415,0.9,1.8
B0 (no filter),8,28.4686,0.8586,1.8,-0.9414,0.9,1.8
B0 (no filter),8,28.4887,0.8587,1.8,-0.9413,0.9,1.8
B0 (no filter),8,28.5092,0.8588,1.8,-0.9412,0.9,1.8
B0 (no filter),8,28.5296,0.8589,1.8,-0.9411,0.9,1.8
B0 (no filter),8,28.5494,0.859,1.8,-0.941,0.9,1.8
B0 (no filter),8,28.5696,0.8592,1.8,-0.9408,0.9,1.8
B0 (no filter),8,28.5895,0.8593,1.8,-0.9407,0.9,1.8
B0 (no filter),8,28.6096,0.8595,1.8,-0.9405,0.9,1.8
B0 (no filter),8,28.6305,0.8597,1.8,-0.9403,0.9,1.8
B0 (no filter),8,28.6502,0.8599,1.8,-0.9401,0.9,1.8
B0 (no filter),8,28.6701,0.86,1.8,-0.94,0.9,1.8
B0 (no filter),8,28.6896,0.8602,1.8,-0.9398,0.9,1.8
B0 (no filter),8,28.7101,0.8603,1.8,-0.9397,0.9,1.8
B0 (no filter),8,28.7298,0.8604,1.8,-0.9396,0.9,1.8
B0 (no filter),8,28.7495,0.8605,1.8,-0.9395,0.9,1.8
B0 (no filter),8,28.77,0.8606,1.8,-0.9394,0.9,1.8
B0 (no filter),8,28.7896,0.8607,1.8,-0.9393,0.9,1.8
B0 (no filter),8,28.8102,0.8607,1.8,-0.9393,0.9,1.8
B0 (no filter),8,28.8306,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,28.8503,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,28.8686,0.8609,1.8,-0.9391,0.9,1.8
B0 (no filter),8,28.8899,0.8609,1.8,-0.9391,0.9,1.8
B0 (no filter),8,28.9094,0.8609,1.8,-0.9391,0.9,1.8
B0 (no filter),8,28.9297,0.8609,1.8,-0.9391,0.9,1.8
B0 (no filter),8,28.9501,0.8609,1.8,-0.9391,0.9,1.8
B0 (no filter),8,28.9696,0.8609,1.8,-0.9391,0.9,1.8
B0 (no filter),8,28.9888,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.01,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.0291,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.0504,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.0695,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.0896,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.1103,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.1301,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.1497,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.1699,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.1903,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.21,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.2296,0.8609,1.8,-0.9391,0.9,1.8
B0 (no filter),8,29.2485,0.861,1.8,-0.939,0.9,1.8
B0 (no filter),8,29.2696,0.8611,1.8,-0.9389,0.9,1.8
B0 (no filter),8,29.2916,0.8613,1.8,-0.9387,0.9,1.8
B0 (no filter),8,29.3098,0.8614,1.8,-0.9386,0.9,1.8
B0 (no filter),8,29.3299,0.8615,1.8,-0.9385,0.9,1.8
B0 (no filter),8,29.3489,0.8616,1.8,-0.9384,0.9,1.8
B0 (no filter),8,29.3689,0.8617,1.8,-0.9383,0.9,1.8
B0 (no filter),8,29.3895,0.8617,1.8,-0.9383,0.9,1.8
B0 (no filter),8,29.4088,0.8618,1.8,-0.9382,0.9,1.8
B0 (no filter),8,29.4294,0.8618,1.8,-0.9382,0.9,1.8
B0 (no filter),8,29.4497,0.8619,1.8,-0.9381,0.9,1.8
B0 (no filter),8,29.4691,0.8619,1.8,-0.9381,0.9,1.8
B0 (no filter),8,29.4901,0.8619,1.8,-0.9381,0.9,1.8
B0 (no filter),8,29.5099,0.8619,1.8,-0.9381,0.9,1.8
B0 (no filter),8,29.5298,0.8618,1.8,-0.9382,0.9,1.8
B0 (no filter),8,29.5494,0.8618,1.8,-0.9382,0.9,1.8
B0 (no filter),8,29.5694,0.8617,1.8,-0.9383,0.9,1.8
B0 (no filter),8,29.5899,0.8617,1.8,-0.9383,0.9,1.8
B0 (no filter),8,29.6108,0.8615,1.8,-0.9385,0.9,1.8
B0 (no filter),8,29.6298,0.8614,1.8,-0.9386,0.9,1.8
B0 (no filter),8,29.6494,0.8612,1.8,-0.9388,0.9,1.8
B0 (no filter),8,29.6697,0.8611,1.8,-0.9389,0.9,1.8
B0 (no filter),8,29.6902,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,29.7104,0.8606,1.8,-0.9394,0.9,1.8
B0 (no filter),8,29.73,0.8603,1.8,-0.9397,0.9,1.8
B0 (no filter),8,29.7492,0.8601,1.8,-0.9399,0.9,1.8
B0 (no filter),8,29.7697,0.8597,1.8,-0.9403,0.9,1.8
B0 (no filter),8,29.7895,0.8595,1.8,-0.9405,0.9,1.8
B0 (no filter),8,29.8099,0.8591,1.8,-0.9409,0.9,1.8
B0 (no filter),8,29.83,0.8588,1.8,-0.9412,0.9,1.8
B0 (no filter),8,29.8495,0.8583,1.8,-0.9417,0.9,1.8
B0 (no filter),8,29.8686,0.858,1.8,-0.942,0.9,1.8
B0 (no filter),8,29.8894,0.8574,1.8,-0.9426,0.9,1.8
B0 (no filter),8,29.9094,0.857,1.8,-0.943,0.9,1.8
B0 (no filter),8,29.9297,0.8563,1.8,-0.9437,0.9,1.8
B0 (no filter),8,29.9494,0.8559,1.8,-0.9441,0.9,1.8
B0 (no filter),8,29.9696,0.8552,1.8,-0.9448,0.9,1.8
B0 (no filter),8,29.9895,0.8548,1.8,-0.9452,0.9,1.8
B0 (no filter),8,30.0097,0.8541,1.8,-0.9459,0.9,1.8
B0 (no filter),8,30.0293,0.8537,1.8,-0.9463,0.9,1.8
B0 (no filter),8,30.0496,0.8531,1.8,-0.9469,0.9,1.8
B0 (no filter),8,30.0696,0.8527,1.8,-0.9473,0.9,1.8
B0 (no filter),8,30.089,0.8522,1.8,-0.9478,0.9,1.8
B0 (no filter),8,30.11,0.8519,1.8,-0.9481,0.9,1.8
B0 (no filter),8,30.1301,0.8514,1.8,-0.9486,0.9,1.8
B0 (no filter),8,30.1501,0.8512,1.8,-0.9488,0.9,1.8
B0 (no filter),8,30.17,0.8508,1.8,-0.9492,0.9,1.8
B0 (no filter),8,30.1896,0.8505,1.8,-0.9495,0.9,1.8
B0 (no filter),8,30.2097,0.8501,1.8,-0.9499,0.9,1.8
B0 (no filter),8,30.2301,0.8499,1.8,-0.9501,0.9,1.8
B0 (no filter),8,30.2492,0.8496,1.8,-0.9504,0.9,1.8
B0 (no filter),8,30.2697,0.8494,1.8,-0.9506,0.9,1.8
B0 (no filter),8,30.2898,0.8491,1.8,-0.9509,0.9,1.8
B0 (no filter),8,30.3109,0.8489,1.8,-0.9511,0.9,1.8
B0 (no filter),8,30.3289,0.8487,1.8,-0.9513,0.9,1.8
B0 (no filter),8,30.3501,0.8486,1.8,-0.9514,0.9,1.8
B0 (no filter),8,30.3698,0.8484,1.8,-0.9516,0.9,1.8
B0 (no filter),8,30.3896,0.8483,1.8,-0.9517,0.9,1.8
B0 (no filter),8,30.4085,0.8482,1.8,-0.9518,0.9,1.8
B0 (no filter),8,30.4291,0.8482,1.8,-0.9518,0.9,1.8
B0 (no filter),8,30.4496,0.8481,1.8,-0.9519,0.9,1.8
B0 (no filter),8,30.4697,0.8481,1.8,-0.9519,0.9,1.8
B0 (no filter),8,30.4899,0.848,1.8,-0.952,0.9,1.8
B0 (no filter),8,30.5091,0.848,1.8,-0.952,0.9,1.8
B0 (no filter),8,30.5297,0.848,1.8,-0.952,0.9,1.8
B0 (no filter),8,30.5493,0.8481,1.8,-0.9519,0.9,1.8
B0 (no filter),8,30.5691,0.8482,1.8,-0.9518,0.9,1.8
B0 (no filter),8,30.5893,0.8482,1.8,-0.9518,0.9,1.8
B0 (no filter),8,30.6094,0.8484,1.8,-0.9516,0.9,1.8
B0 (no filter),8,30.63,0.8485,1.8,-0.9515,0.9,1.8
B0 (no filter),8,30.6495,0.8486,1.8,-0.9514,0.9,1.8
B0 (no filter),8,30.6696,0.8487,1.8,-0.9513,0.9,1.8
B0 (no filter),8,30.6886,0.849,1.8,-0.951,0.9,1.8
B0 (no filter),8,30.7092,0.8491,1.8,-0.9509,0.9,1.8
B0 (no filter),8,30.7304,0.8494,1.8,-0.9506,0.9,1.8
B0 (no filter),8,30.7488,0.8495,1.8,-0.9505,0.9,1.8
B0 (no filter),8,30.7695,0.8498,1.8,-0.9502,0.9,1.8
B0 (no filter),8,30.7895,0.8499,1.8,-0.9501,0.9,1.8
B0 (no filter),8,30.8097,0.8502,1.8,-0.9498,0.9,1.8
B0 (no filter),8,30.8294,0.8503,1.8,-0.9497,0.9,1.8
B0 (no filter),8,30.8508,0.8505,1.8,-0.9495,0.9,1.8
B0 (no filter),8,30.8704,0.8506,1.8,-0.9494,0.9,1.8
B0 (no filter),8,30.8897,0.8508,1.8,-0.9492,0.9,1.8
B0 (no filter),8,30.9093,0.8509,1.8,-0.9491,0.9,1.8
B0 (no filter),8,30.9297,0.8511,1.8,-0.9489,0.9,1.8
B0 (no filter),8,30.9495,0.8512,1.8,-0.9488,0.9,1.8
B0 (no filter),8,30.9699,0.8514,1.8,-0.9486,0.9,1.8
B0 (no filter),8,30.9902,0.8515,1.8,-0.9485,0.9,1.8
B0 (no filter),8,31.0104,0.8517,1.8,-0.9483,0.9,1.8
B0 (no filter),8,31.0297,0.8518,1.8,-0.9482,0.9,1.8
B0 (no filter),8,31.0496,0.8521,1.8,-0.9479,0.9,1.8
B0 (no filter),8,31.0696,0.8522,1.8,-0.9478,0.9,1.8
B0 (no filter),8,31.0895,0.8525,1.8,-0.9475,0.9,1.8
B0 (no filter),8,31.1095,0.8527,1.8,-0.9473,0.9,1.8
B0 (no filter),8,31.1301,0.8531,1.8,-0.9469,0.9,1.8
B0 (no filter),8,31.1491,0.8533,1.8,-0.9467,0.9,1.8
B0 (no filter),8,31.1701,0.8536,1.8,-0.9464,0.9,1.8
B0 (no filter),8,31.1892,0.8538,1.8,-0.9462,0.9,1.8
B0 (no filter),8,31.2102,0.8541,1.8,-0.9459,0.9,1.8
B0 (no filter),8,31.2301,0.8543,1.8,-0.9457,0.9,1.8
B0 (no filter),8,31.2497,0.8545,1.8,-0.9455,0.9,1.8
B0 (no filter),8,31.2697,0.8547,1.8,-0.9453,0.9,1.8
B0 (no filter),8,31.2899,0.855,1.8,-0.945,0.9,1.8
B0 (no filter),8,31.3089,0.8552,1.8,-0.9448,0.9,1.8
B0 (no filter),8,31.3298,0.8555,1.8,-0.9445,0.9,1.8
B0 (no filter),8,31.3502,0.8557,1.8,-0.9443,0.9,1.8
B0 (no filter),8,31.3689,0.8561,1.8,-0.9439,0.9,1.8
B0 (no filter),8,31.3893,0.8563,1.8,-0.9437,0.9,1.8
B0 (no filter),8,31.4098,0.8568,1.8,-0.9432,0.9,1.8
B0 (no filter),8,31.4303,0.857,1.8,-0.943,0.9,1.8
B0 (no filter),8,31.4495,0.8575,1.8,-0.9425,0.9,1.8
B0 (no filter),8,31.4703,0.8578,1.8,-0.9422,0.9,1.8
B0 (no filter),8,31.4896,0.8583,1.8,-0.9417,0.9,1.8
B0 (no filter),8,31.5085,0.8587,1.8,-0.9413,0.9,1.8
B0 (no filter),8,31.5294,0.8593,1.8,-0.9407,0.9,1.8
B0 (no filter),8,31.5489,0.8597,1.8,-0.9403,0.9,1.8
B0 (no filter),8,31.5697,0.8604,1.8,-0.9396,0.9,1.8
B0 (no filter),8,31.5899,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,31.61,0.8615,1.8,-0.9385,0.9,1.8
B0 (no filter),8,31.6313,0.8619,1.8,-0.9381,0.9,1.8
B0 (no filter),8,31.65,0.8626,1.8,-0.9374,0.9,1.8
B0 (no filter),8,31.6689,0.863,1.8,-0.937,0.9,1.8
B0 (no filter),8,31.69,0.8636,1.8,-0.9364,0.9,1.8
B0 (no filter),8,31.7097,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,31.73,0.8645,1.8,-0.9355,0.9,1.8
B0 (no filter),8,31.7501,0.8647,1.8,-0.9353,0.9,1.8
B0 (no filter),8,31.7704,0.8651,1.8,-0.9349,0.9,1.8
B0 (no filter),8,31.7899,0.8652,1.8,-0.9348,0.9,1.8
B0 (no filter),8,31.8096,0.8654,1.8,-0.9346,0.9,1.8
B0 (no filter),8,31.8296,0.8655,1.8,-0.9345,0.9,1.8
B0 (no filter),8,31.8498,0.8656,1.8,-0.9344,0.9,1.8
B0 (no filter),8,31.8694,0.8657,1.8,-0.9343,0.9,1.8
B0 (no filter),8,31.8899,0.8657,1.8,-0.9343,0.9,1.8
B0 (no filter),8,31.9103,0.8657,1.8,-0.9343,0.9,1.8
B0 (no filter),8,31.9311,0.8657,1.8,-0.9343,0.9,1.8
B0 (no filter),8,31.9496,0.8657,1.8,-0.9343,0.9,1.8
B0 (no filter),8,31.9697,0.8656,1.8,-0.9344,0.9,1.8
B0 (no filter),8,31.9899,0.8655,1.8,-0.9345,0.9,1.8
B0 (no filter),8,32.009,0.8654,1.8,-0.9346,0.9,1.8
B0 (no filter),8,32.0294,0.8653,1.8,-0.9347,0.9,1.8
B0 (no filter),8,32.0493,0.8652,1.8,-0.9348,0.9,1.8
B0 (no filter),8,32.07,0.8651,1.8,-0.9349,0.9,1.8
B0 (no filter),8,32.0897,0.8649,1.8,-0.9351,0.9,1.8
B0 (no filter),8,32.1093,0.8647,1.8,-0.9353,0.9,1.8
B0 (no filter),8,32.1297,0.8644,1.8,-0.9356,0.9,1.8
B0 (no filter),8,32.1496,0.8642,1.8,-0.9358,0.9,1.8
B0 (no filter),8,32.1697,0.8638,1.8,-0.9362,0.9,1.8
B0 (no filter),8,32.1886,0.8636,1.8,-0.9364,0.9,1.8
B0 (no filter),8,32.2096,0.8631,1.8,-0.9369,0.9,1.8
B0 (no filter),8,32.2292,0.8628,1.8,-0.9372,0.9,1.8
B0 (no filter),8,32.2487,0.8623,1.8,-0.9377,0.9,1.8
B0 (no filter),8,32.2698,0.8619,1.8,-0.9381,0.9,1.8
B0 (no filter),8,32.2898,0.8613,1.8,-0.9387,0.9,1.8
B0 (no filter),8,32.3097,0.8609,1.8,-0.9391,0.9,1.8
B0 (no filter),8,32.3298,0.8603,1.8,-0.9397,0.9,1.8
B0 (no filter),8,32.3497,0.8599,1.8,-0.9401,0.9,1.8
B0 (no filter),8,32.3696,0.8593,1.8,-0.9407,0.9,1.8
B0 (no filter),8,32.3895,0.8589,1.8,-0.9411,0.9,1.8
B0 (no filter),8,32.4088,0.8583,1.8,-0.9417,0.9,1.8
B0 (no filter),8,32.4294,0.8579,1.8,-0.9421,0.9,1.8
B0 (no filter),8,32.4492,0.8573,1.8,-0.9427,0.9,1.8
B0 (no filter),8,32.4699,0.8569,1.8,-0.9431,0.9,1.8
B0 (no filter),8,32.4888,0.8564,1.8,-0.9436,0.9,1.8
B0 (no filter),8,32.5103,0.8561,1.8,-0.9439,0.9,1.8
B0 (no filter),8,32.53,0.8556,1.8,-0.9444,0.9,1.8
B0 (no filter),8,32.5502,0.8553,1.8,-0.9447,0.9,1.8
B0 (no filter),8,32.57,0.8548,1.8,-0.9452,0.9,1.8
B0 (no filter),8,32.5891,0.8544,1.8,-0.9456,0.9,1.8
B0 (no filter),8,32.6098,0.854,1.8,-0.946,0.9,1.8
B0 (no filter),8,32.6297,0.8537,1.8,-0.9463,0.9,1.8
B0 (no filter),8,32.6509,0.8532,1.8,-0.9468,0.9,1.8
B0 (no filter),8,32.67,0.8529,1.8,-0.9471,0.9,1.8
B0 (no filter),8,32.6899,0.8525,1.8,-0.9475,0.9,1.8
B0 (no filter),8,32.7103,0.8522,1.8,-0.9478,0.9,1.8
B0 (no filter),8,32.7294,0.8519,1.8,-0.9481,0.9,1.8
B0 (no filter),8,32.7508,0.8517,1.8,-0.9483,0.9,1.8
B0 (no filter),8,32.7698,0.8514,1.8,-0.9486,0.9,1.8
B0 (no filter),8,32.7893,0.8512,1.8,-0.9488,0.9,1.8
B0 (no filter),8,32.81,0.851,1.8,-0.949,0.9,1.8
B0 (no filter),8,32.8289,0.8509,1.8,-0.9491,0.9,1.8
B0 (no filter),8,32.8496,0.8508,1.8,-0.9492,0.9,1.8
B0 (no filter),8,32.87,0.8507,1.8,-0.9493,0.9,1.8
B0 (no filter),8,32.8886,0.8507,1.8,-0.9493,0.9,1.8
B0 (no filter),8,32.9103,0.8507,1.8,-0.9493,0.9,1.8
B0 (no filter),8,32.9293,0.8507,1.8,-0.9493,0.9,1.8
B0 (no filter),8,32.9499,0.8507,1.8,-0.9493,0.9,1.8
B0 (no filter),8,32.9698,0.8508,1.8,-0.9492,0.9,1.8
B0 (no filter),8,32.9897,0.8508,1.8,-0.9492,0.9,1.8
B0 (no filter),8,33.0097,0.8509,1.8,-0.9491,0.9,1.8
B0 (no filter),8,33.0301,0.851,1.8,-0.949,0.9,1.8
B0 (no filter),8,33.0499,0.8511,1.8,-0.9489,0.9,1.8
B0 (no filter),8,33.0692,0.8511,1.8,-0.9489,0.9,1.8
B0 (no filter),8,33.0892,0.8513,1.8,-0.9487,0.9,1.8
B0 (no filter),8,33.1098,0.8514,1.8,-0.9486,0.9,1.8
B0 (no filter),8,33.1292,0.8515,1.8,-0.9485,0.9,1.8
B0 (no filter),8,33.1493,0.8516,1.8,-0.9484,0.9,1.8
